Date,price,position,pnl,cum
2021-08-24 00:00:00-04:00,168.64999389648438,0.0,0.0,1.0
2021-08-25 00:00:00-04:00,167.47999572753906,0.0,-0.0,1.0
2021-08-26 00:00:00-04:00,167.6699981689453,0.0,0.0,1.0
2021-08-27 00:00:00-04:00,170.19000244140625,0.0,0.0,1.0
2021-08-30 00:00:00-04:00,169.35000610351562,0.0,-0.0,1.0
2021-08-31 00:00:00-04:00,169.69000244140625,0.0,0.0,1.0
2021-09-01 00:00:00-04:00,169.6999969482422,0.0,0.0,1.0
2021-09-02 00:00:00-04:00,169.25,0.0,-0.0,1.0
2021-09-03 00:00:00-04:00,171.05999755859375,0.0,0.0,1.0
2021-09-07 00:00:00-04:00,167.7100067138672,0.0,-0.0,1.0
2021-09-08 00:00:00-04:00,167.2899932861328,0.0,-0.0,1.0
2021-09-09 00:00:00-04:00,168.02999877929688,0.0,0.0,1.0
2021-09-10 00:00:00-04:00,167.17999267578125,0.0,-0.0,1.0
2021-09-13 00:00:00-04:00,167.74000549316406,0.0,0.0,1.0
2021-09-14 00:00:00-04:00,168.82000732421875,0.0,0.0,1.0
2021-09-15 00:00:00-04:00,167.8300018310547,0.0,-0.0,1.0
2021-09-16 00:00:00-04:00,164.02999877929688,0.0,-0.0,1.0
2021-09-17 00:00:00-04:00,163.77000427246094,0.0,-0.0,1.0
2021-09-20 00:00:00-04:00,164.94000244140625,0.0,0.0,1.0
2021-09-21 00:00:00-04:00,166.0399932861328,0.5585289032341211,0.0031663205631102414,1.0031663205631103
2021-09-22 00:00:00-04:00,165.4199981689453,0.0,-0.000558528903234121,1.0026060231783247
2021-09-23 00:00:00-04:00,163.50999450683594,0.5440720830448889,-0.006826140046834177,0.9957620940523101
2021-09-24 00:00:00-04:00,163.3000030517578,0.5449974679623737,-0.0007008508644363046,0.9950642133279206
2021-09-27 00:00:00-04:00,163.63999938964844,0.5953203334694311,0.0011891549634509624,0.996247498876152
2021-09-28 00:00:00-04:00,162.0500030517578,0.5845802502847373,-0.005690772230720365,0.9905780812746231
2021-09-29 00:00:00-04:00,161.32000732421875,0.5875124070427474,-0.0026495322119299823,0.9879535127398542
2021-09-30 00:00:00-04:00,164.22000122070312,0.5185786440724177,0.009253374905381551,0.9970954169823247
2021-10-01 00:00:00-04:00,164.58999633789062,0.5167836033892255,0.0011625418761068696,0.9982545821590408
2021-10-04 00:00:00-04:00,165.36000061035156,0.0,-0.0005167836033892255,0.9977387005589728
2021-10-05 00:00:00-04:00,164.58999633789062,0.5929204332089932,-0.003353873899072369,0.9943924107730737
