Date,price,position,pnl,cum
2022-05-05 00:00:00-04:00,175.1300048828125,0.0,0.0,1.0
2022-05-06 00:00:00-04:00,175.4199981689453,0.0,0.0,1.0
2022-05-09 00:00:00-04:00,172.8800048828125,1.0,-0.015479496708730833,0.9845205032912692
2022-05-10 00:00:00-04:00,171.4199981689453,1.0,-0.008445202872691127,0.9762060279086504
2022-05-11 00:00:00-04:00,172.82000732421875,0.0,-0.001,0.9752298218807418
2022-05-12 00:00:00-04:00,170.1699981689453,0.0,-0.0,0.9752298218807418
2022-05-13 00:00:00-04:00,168.7899932861328,1.0,-0.009109566302295091,0.9663459011583437
2022-05-16 00:00:00-04:00,170.39999389648438,1.0,0.009538483763206873,0.9755633758461841
2022-05-17 00:00:00-04:00,169.3300018310547,0.0,-0.001,0.974587812470338
2022-05-18 00:00:00-04:00,169.4199981689453,0.0,0.0,0.974587812470338
2022-05-19 00:00:00-04:00,171.91000366210938,0.0,0.0,0.974587812470338
2022-05-20 00:00:00-04:00,172.02999877929688,0.0,0.0,0.974587812470338
2022-05-23 00:00:00-04:00,172.8300018310547,0.0,0.0,0.974587812470338
2022-05-24 00:00:00-04:00,174.1300048828125,0.0,0.0,0.974587812470338
2022-05-25 00:00:00-04:00,173.0800018310547,1.0,-0.007029994959596108,0.9677364650609878
2022-05-26 00:00:00-04:00,172.75999450683594,1.0,-0.0018488983177334939,0.9659472187387271
2022-05-27 00:00:00-04:00,172.85000610351562,1.0,0.00052102106703944,0.9664504975893382
2022-05-31 00:00:00-04:00,171.13999938964844,0.0,-0.001,0.9654840470917488
2022-06-01 00:00:00-04:00,172.22999572753906,0.0,0.0,0.9654840470917488
2022-06-02 00:00:00-04:00,174.35000610351562,0.0,0.0,0.9654840470917488
2022-06-03 00:00:00-04:00,172.5800018310547,0.0,-0.0,0.9654840470917488
2022-06-06 00:00:00-04:00,171.82000732421875,1.0,-0.0054037229040009285,0.9602668388330317
2022-06-07 00:00:00-04:00,172.94000244140625,0.0,-0.001,0.9593065719941987
2022-06-08 00:00:00-04:00,172.77999877929688,0.0,-0.0,0.9593065719941987
2022-06-09 00:00:00-04:00,172.22999572753906,0.0,-0.0,0.9593065719941987
2022-06-10 00:00:00-04:00,174.5399932861328,0.0,0.0,0.9593065719941987
2022-06-13 00:00:00-04:00,169.92999267578125,0.0,-0.0,0.9593065719941987
2022-06-14 00:00:00-04:00,168.57000732421875,0.0,-0.0,0.9593065719941987
2022-06-15 00:00:00-04:00,170.77000427246094,0.0,0.0,0.9593065719941987
2022-06-16 00:00:00-04:00,172.69000244140625,0.0,0.0,0.9593065719941987
2022-06-17 00:00:00-04:00,171.27000427246094,0.0,-0.0,0.9593065719941987
2022-06-21 00:00:00-04:00,170.6300048828125,0.0,-0.0,0.9593065719941987
2022-06-22 00:00:00-04:00,171.30999755859375,0.0,0.0,0.9593065719941987
2022-06-23 00:00:00-04:00,170.25999450683594,0.0,-0.0,0.9593065719941987
2022-06-24 00:00:00-04:00,170.08999633789062,0.0,-0.0,0.9593065719941987
2022-06-27 00:00:00-04:00,169.89999389648438,0.0,-0.0,0.9593065719941987
2022-06-28 00:00:00-04:00,169.6199951171875,1.0,-0.0026480211262837052,0.9567663079249752
2022-06-29 00:00:00-04:00,169.49000549316406,0.0,-0.001,0.9558095416170502
2022-06-30 00:00:00-04:00,168.4600067138672,0.0,-0.0,0.9558095416170502
2022-07-01 00:00:00-04:00,168.32000732421875,0.0,-0.0,0.9558095416170502
2022-07-05 00:00:00-04:00,164.75,0.0,-0.0,0.9558095416170502
2022-07-06 00:00:00-04:00,162.13999938964844,0.0,-0.0,0.9558095416170502
2022-07-07 00:00:00-04:00,162.22999572753906,1.0,-0.000444946723637484,0.9553842572930863
2022-07-08 00:00:00-04:00,162.3000030517578,1.0,0.0004315313201161963,0.9557965355228543
2022-07-11 00:00:00-04:00,161.42999267578125,1.0,-0.005360507452973451,0.9506729810706578
2022-07-12 00:00:00-04:00,160.8300018310547,1.0,-0.0037167247224720867,0.9471395912989262
2022-07-13 00:00:00-04:00,161.60000610351562,0.0,-0.001,0.9461924517076273
2022-07-14 00:00:00-04:00,159.3300018310547,1.0,-0.015047055610919013,0.9319550412681509
2022-07-15 00:00:00-04:00,159.00999450683594,1.0,-0.0020084561635671516,0.9300832504213484
2022-07-18 00:00:00-04:00,159.16000366210938,0.0,-0.001,0.9291531671709271
2022-07-19 00:00:00-04:00,159.5399932861328,0.0,0.0,0.9291531671709271
2022-07-20 00:00:00-04:00,158.0399932861328,1.0,-0.010402031234323594,0.9194880869045444
2022-07-21 00:00:00-04:00,160.27000427246094,1.0,0.014110421925231709,0.9324624517659916
2022-07-22 00:00:00-04:00,160.6699981689453,1.0,0.00249575020790771,0.9347896451238528
2022-07-25 00:00:00-04:00,160.22999572753906,1.0,-0.0027385476219622396,0.9322296791641639
2022-07-26 00:00:00-04:00,160.0399932861328,1.0,-0.0011858106875901608,0.9311242312473222
2022-07-27 00:00:00-04:00,161.6699981689453,1.0,0.010184984698782484,0.9406077172952418
2022-07-28 00:00:00-04:00,163.63999938964844,0.0,-0.001,0.9396671095779466
2022-07-29 00:00:00-04:00,164.10000610351562,0.0,0.0,0.9396671095779466
2022-08-01 00:00:00-04:00,165.02999877929688,0.0,0.0,0.9396671095779466
2022-08-02 00:00:00-04:00,164.0500030517578,1.0,-0.006938288400823777,0.9331474281709263
2022-08-03 00:00:00-04:00,164.4499969482422,0.0,-0.001,0.9322142807427554
2022-08-04 00:00:00-04:00,167.1699981689453,0.0,0.0,0.9322142807427554
2022-08-05 00:00:00-04:00,165.2899932861328,0.0,-0.0,0.9322142807427554
2022-08-08 00:00:00-04:00,166.69000244140625,0.0,0.0,0.9322142807427554
2022-08-09 00:00:00-04:00,167.1999969482422,1.0,0.0020595386607856767,0.9341342120940817
2022-08-10 00:00:00-04:00,166.77999877929688,0.0,-0.001,0.9332000778819876
2022-08-11 00:00:00-04:00,166.33999633789062,0.0,-0.0,0.9332000778819876
2022-08-12 00:00:00-04:00,167.8699951171875,1.0,0.00819802099904432,0.9408504717167739
2022-08-15 00:00:00-04:00,165.7100067138672,0.0,-0.001,0.9399096212450572
2022-08-16 00:00:00-04:00,165.4199981689453,0.0,-0.0,0.9399096212450572
2022-08-17 00:00:00-04:00,164.35000610351562,0.0,-0.0,0.9399096212450572
